Dose,PIER,BestPIER,Count,Model,Group,Method
0.0,0.027240481663781863,0.15849425322221045,27,Architectural Divergence (RoBERTa),Low Redundancy,Random
1.0,0.08052364708828323,0.46084791305903916,42,Architectural Divergence (RoBERTa),Low Redundancy,Random
2.0,0.01670155134113126,0.2599225163478295,31,Architectural Divergence (RoBERTa),Low Redundancy,Random
3.0,0.06805489945148205,0.39641602762363815,26,Architectural Divergence (RoBERTa),Low Redundancy,Random
4.0,0.08401449029768944,0.35630572614342637,35,Architectural Divergence (RoBERTa),Low Redundancy,Random
5.0,0.046411171944480294,0.3487022419302265,37,Architectural Divergence (RoBERTa),Low Redundancy,Random
6.0,0.04550348589239201,0.3698769276974465,26,Architectural Divergence (RoBERTa),Low Redundancy,Random
7.0,0.01828980707058201,0.09936865567637161,40,Architectural Divergence (RoBERTa),Low Redundancy,Random
8.0,0.05620555385372454,0.39439432435750765,31,Architectural Divergence (RoBERTa),Low Redundancy,Random
9.0,0.04658854118946174,0.33510671415489646,36,Architectural Divergence (RoBERTa),Low Redundancy,Random
10.0,0.08075362354412524,0.3238494963554639,29,Architectural Divergence (RoBERTa),Low Redundancy,Random
11.0,0.05449617279363743,0.3511485676654911,30,Architectural Divergence (RoBERTa),Low Redundancy,Random
12.0,0.05568104975291112,0.4136749786340801,31,Architectural Divergence (RoBERTa),Low Redundancy,Random
13.0,0.062131232095591446,0.5081838851582875,27,Architectural Divergence (RoBERTa),Low Redundancy,Random
14.0,0.05801564804848798,0.382229291917217,29,Architectural Divergence (RoBERTa),Low Redundancy,Random
15.0,0.03702489875710533,0.253694738626964,23,Architectural Divergence (RoBERTa),Low Redundancy,Random
16.0,0.033458376172260496,0.3086438953246199,34,Architectural Divergence (RoBERTa),Low Redundancy,Random
17.0,0.03943468383051535,0.6183255704453319,24,Architectural Divergence (RoBERTa),Low Redundancy,Random
18.0,0.028509190439220386,0.2671886773149392,35,Architectural Divergence (RoBERTa),Low Redundancy,Random
19.0,0.039218097003113996,0.44560534321587064,37,Architectural Divergence (RoBERTa),Low Redundancy,Random
20.0,0.039482296274910254,0.31772512057352076,37,Architectural Divergence (RoBERTa),Low Redundancy,Random
21.0,0.036353799467530055,0.356593960557292,38,Architectural Divergence (RoBERTa),Low Redundancy,Random
22.0,0.03905103746262343,0.30393691294421277,28,Architectural Divergence (RoBERTa),Low Redundancy,Random
23.0,0.033736541545532205,0.283604528339356,34,Architectural Divergence (RoBERTa),Low Redundancy,Random
24.0,0.02700409288547168,0.3077760437942033,30,Architectural Divergence (RoBERTa),Low Redundancy,Random
25.0,0.016177790893616355,0.12742091125553523,33,Architectural Divergence (RoBERTa),Low Redundancy,Random
26.0,0.04730881454503253,0.410599448427021,35,Architectural Divergence (RoBERTa),Low Redundancy,Random
27.0,0.015440391111203109,0.08541746229944658,25,Architectural Divergence (RoBERTa),Low Redundancy,Random
28.0,0.0721824510613273,0.5469264277469491,32,Architectural Divergence (RoBERTa),Low Redundancy,Random
29.0,0.022625839149194672,0.17849807975518517,32,Architectural Divergence (RoBERTa),Low Redundancy,Random
30.0,0.060638573169208315,0.3100762850844212,25,Architectural Divergence (RoBERTa),Low Redundancy,Random
31.0,0.020837109902746894,0.23382723692327545,26,Architectural Divergence (RoBERTa),Low Redundancy,Random
32.0,0.017187174379011204,0.272062460269723,35,Architectural Divergence (RoBERTa),Low Redundancy,Random
33.0,0.009470624235456346,0.07044881391977188,29,Architectural Divergence (RoBERTa),Low Redundancy,Random
