Seed,Step,TextIndex,Dose,Residual,PolicyReward,SupportMeanPIER,BestSoFar,Model,Group,Method
2,1,20,1.0,0.01705229169739029,0.043682286796968416,0.09234288671261807,0.01705229169739029,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,2,20,2.0,0.020126589250538725,0.0004635792767047877,0.012507349957563455,0.020126589250538725,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,3,20,3.0,0.026491187136051253,0.0094222184687781,0.055306922857227436,0.026491187136051253,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,4,20,4.0,0.02812448593579821,0.03562887436123291,0.08468903593112517,0.02812448593579821,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,5,20,5.0,0.026555446124053562,0.003522110786336974,0.007696783868580903,0.02812448593579821,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,6,20,6.0,0.03002550793758059,0.0008516801793245765,0.010242422758495618,0.03002550793758059,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,7,20,7.0,0.03210990704397498,0.003122860373758912,0.010405798584252985,0.03210990704397498,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,8,20,8.0,0.007304268843647451,0.03679395209332761,0.08194068195008751,0.03210990704397498,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,9,20,9.0,0.037026586156395876,0.002446240994375904,0.016454104417273633,0.037026586156395876,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,10,20,10.0,0.04665299415239698,0.02376279661284722,0.07898632828308452,0.04665299415239698,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,11,20,11.0,0.03759189095190305,0.031159915218529215,0.07767354740585435,0.04665299415239698,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,12,20,12.0,0.02578238906857582,0.010717025038739416,0.05342078501389854,0.04665299415239698,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,13,20,13.0,0.021200692305282907,0.002968277294267019,0.01238707311965066,0.04665299415239698,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,14,20,14.0,0.021397011911502034,0.014877164440033364,0.04140526929495618,0.04665299415239698,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,15,20,15.0,0.03729520115237353,3.8806340938102315e-05,0.003078822139141522,0.04665299415239698,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,16,20,16.0,0.03589019625492522,0.02379705636919436,0.0795431369226223,0.04665299415239698,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,17,20,17.0,0.015137620737772917,0.00037905202594249533,0.0047520754243526135,0.04665299415239698,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,18,20,18.0,0.027361313075635923,0.0002761550757276243,0.03415872254756092,0.04665299415239698,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,19,20,19.0,0.01172358864996674,0.007676230802709683,0.026592126530956366,0.04665299415239698,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,20,20,20.0,0.022626882785524778,0.010177972044731387,0.024306271929160062,0.04665299415239698,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,21,20,21.0,0.03509085109136299,0.005335743372131052,0.017694384221610827,0.04665299415239698,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,22,20,22.0,0.03963462112780389,0.002204103717232431,0.013929400153561219,0.04665299415239698,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,23,20,23.0,0.040775182837510984,0.005316129425456451,0.011144781621755718,0.04665299415239698,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,24,20,24.0,0.03194040385474264,0.0023263729833157497,0.025094739661758174,0.04665299415239698,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,25,20,25.0,0.03173671807299881,0.0008314418826014692,0.018900840892407393,0.04665299415239698,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,26,20,26.0,0.014558416526527437,0.005119524428919308,0.014279800034266618,0.04665299415239698,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2,27,20,27.0,0.02703915287798897,0.0007312198550063115,0.03284261656349737,0.04665299415239698,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
