Dose,PIER,BestPIER,Count,Model,Group,Method
0.0,,,0,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
1.0,0.10161233930472702,0.16892545626872324,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2.0,0.22018164580900187,0.38202861061098237,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
3.0,0.1676830708983569,0.2493176609722833,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
4.0,0.052072547168465155,0.06664699658103113,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
5.0,0.09271231790253916,0.11325309540349587,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
6.0,0.16765369222999035,0.2769779773296124,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
7.0,0.15902731339506543,0.2980771057788094,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
8.0,0.2091432409935933,0.3456262770646663,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
9.0,0.083097506285744,0.1240901927228753,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
10.0,0.012657097236155379,0.017317960868528992,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
11.0,0.07206926802404501,0.12035175466034931,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
12.0,0.2025750441805867,0.3493552317729062,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
13.0,0.2290396260423517,0.4062423469562312,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
14.0,0.11931589051862701,0.17436557806285025,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
15.0,0.1788065421775731,0.3478886501469963,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
16.0,0.05338541915503581,0.06688502447251121,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
17.0,0.16471610220483657,0.3264274731885388,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
18.0,0.18637867189825474,0.31055485541296024,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
19.0,0.10150985308562084,0.11250810580667917,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
20.0,0.26757801828940053,0.46319565573987864,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
21.0,0.11648753900350273,0.21716032922862893,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
22.0,0.23872891393720697,0.45505595480337124,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
23.0,0.25200529264159993,0.47878612967393475,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
24.0,0.04910229334982025,0.05877073728581317,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
25.0,0.12801042052470069,0.18773422614891644,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
26.0,0.08443614545715845,0.09016556231793765,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
27.0,0.1748376906114406,0.28827257697470543,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
