Seed,Step,TextIndex,Dose,Residual,PolicyReward,SupportMeanPIER,BestSoFar,Model,Group,Method
1,1,16,1.0,0.26778270219457084,0.05570027871162155,0.1452071065181998,0.26778270219457084,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
1,2,16,2.0,0.2580059670203052,0.049582440630334866,0.17387893526904646,0.26778270219457084,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
1,3,16,3.0,0.16182441080401938,0.042744162190912725,0.11934975030126722,0.26778270219457084,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
1,4,16,4.0,0.16312722447307915,0.0374978118935899,0.12744315936256942,0.26778270219457084,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
1,5,16,5.0,0.06351053101311144,0.03680275496722607,0.14754720325918141,0.26778270219457084,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
1,6,16,6.0,0.20529223841960764,0.03651882051275107,0.10692869248856215,0.26778270219457084,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
1,7,16,7.0,0.36690969531435424,0.021772392680911322,0.09217325768733223,0.36690969531435424,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
1,8,16,8.0,0.39569021915553904,0.09014972476320159,0.27743687449703647,0.39569021915553904,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
1,9,16,9.0,0.21256486645413808,0.05302534731148748,0.1441627213424875,0.39569021915553904,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
1,10,16,10.0,0.12538937568374586,0.026302618940056262,0.1113380579075649,0.39569021915553904,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
1,11,16,11.0,0.0034592477430929747,0.054552577498428914,0.1528238999689146,0.39569021915553904,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
1,12,16,12.0,0.26029574981439596,0.0894008466653481,0.22401031266636579,0.39569021915553904,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
1,13,16,13.0,0.285754034682893,0.02513721131805948,0.06322475604861358,0.39569021915553904,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
1,14,16,14.0,0.05192351650234628,0.0010066715175477193,0.012911215634408123,0.39569021915553904,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
1,15,16,15.0,0.4770835774452351,0.03956808953820266,0.04199301620914299,0.4770835774452351,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
1,16,16,16.0,0.01703402456394343,0.03841249603082458,0.09252370737141559,0.4770835774452351,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
1,17,16,17.0,0.36599610958794343,0.045610025501170104,0.14603933774135236,0.4770835774452351,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
1,18,16,18.0,0.21108594513334733,0.05631914913600563,0.15663265299055806,0.4770835774452351,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
1,19,16,19.0,0.07323120660969959,0.03750506237175143,0.1016680368139625,0.4770835774452351,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
1,20,16,20.0,0.3302954925603626,0.020030772139992947,0.07799109649986596,0.4770835774452351,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
1,21,16,21.0,0.11809877907265248,0.025427294972209226,0.10835525497612064,0.4770835774452351,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
1,22,16,22.0,0.34840771953819605,0.015583707908689912,0.0976997640692993,0.4770835774452351,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
