Dose,PIER,BestPIER,Count,Model,Group,Method
0.0,0.022896994198939775,0.254167908000669,33,Architectural Divergence (RoBERTa),Low Redundancy,Random
1.0,0.021640591103451182,0.16892545626872324,31,Architectural Divergence (RoBERTa),Low Redundancy,Random
2.0,0.007863476080942395,0.060915380552793885,28,Architectural Divergence (RoBERTa),Low Redundancy,Random
3.0,0.02977325843659942,0.24931766097228336,28,Architectural Divergence (RoBERTa),Low Redundancy,Random
4.0,0.06257458817774134,0.5198684226381715,29,Architectural Divergence (RoBERTa),Low Redundancy,Random
5.0,0.05172371347458225,0.39213468430202625,32,Architectural Divergence (RoBERTa),Low Redundancy,Random
6.0,0.11481932224416763,0.666288590498845,25,Architectural Divergence (RoBERTa),Low Redundancy,Random
7.0,0.013429224990528706,0.13440073206396697,37,Architectural Divergence (RoBERTa),Low Redundancy,Random
8.0,0.031638309699146265,0.19689854185232325,31,Architectural Divergence (RoBERTa),Low Redundancy,Random
9.0,0.04205956363281216,0.43594573597846864,28,Architectural Divergence (RoBERTa),Low Redundancy,Random
10.0,0.01934769812812433,0.23461569957805797,37,Architectural Divergence (RoBERTa),Low Redundancy,Random
11.0,0.038806889804754566,0.5113926305535059,35,Architectural Divergence (RoBERTa),Low Redundancy,Random
12.0,0.03845722509257691,0.3548084440456165,24,Architectural Divergence (RoBERTa),Low Redundancy,Random
13.0,0.08488795167986174,0.6587318663774386,37,Architectural Divergence (RoBERTa),Low Redundancy,Random
14.0,0.05265035329733522,0.5461050068982942,34,Architectural Divergence (RoBERTa),Low Redundancy,Random
15.0,0.03842847768185737,0.3478886501469963,34,Architectural Divergence (RoBERTa),Low Redundancy,Random
16.0,0.020138962301884382,0.10389313642468534,34,Architectural Divergence (RoBERTa),Low Redundancy,Random
17.0,0.06179415474696199,0.6071808388852806,19,Architectural Divergence (RoBERTa),Low Redundancy,Random
18.0,0.035935423660249884,0.5345207520437738,36,Architectural Divergence (RoBERTa),Low Redundancy,Random
19.0,0.06601109311218058,0.45441593407885317,24,Architectural Divergence (RoBERTa),Low Redundancy,Random
20.0,0.03871929501932856,0.44147158960004096,29,Architectural Divergence (RoBERTa),Low Redundancy,Random
21.0,0.02274768966958706,0.38712793739147056,29,Architectural Divergence (RoBERTa),Low Redundancy,Random
22.0,0.050565583737456544,0.4489781594461234,37,Architectural Divergence (RoBERTa),Low Redundancy,Random
