Dose,PIER,BestPIER,Count,Model,Group,Method
0.0,0.023337870673879876,0.2572941924361385,27,Architectural Divergence (RoBERTa),Low Redundancy,Random
1.0,0.09633659869950136,0.9184505371001306,23,Architectural Divergence (RoBERTa),Low Redundancy,Random
2.0,0.05191315043592552,0.42258317338068085,22,Architectural Divergence (RoBERTa),Low Redundancy,Random
3.0,0.029553910932222333,0.18387808062612854,39,Architectural Divergence (RoBERTa),Low Redundancy,Random
4.0,0.06458028844222394,0.2914477442952585,28,Architectural Divergence (RoBERTa),Low Redundancy,Random
5.0,0.07177040230766911,0.6519036337269879,35,Architectural Divergence (RoBERTa),Low Redundancy,Random
6.0,0.04674368162309596,0.5299697206369947,33,Architectural Divergence (RoBERTa),Low Redundancy,Random
7.0,0.030862505095260184,0.39584621067075865,38,Architectural Divergence (RoBERTa),Low Redundancy,Random
8.0,0.06170713330857125,0.40263478282843446,32,Architectural Divergence (RoBERTa),Low Redundancy,Random
9.0,0.039966443163726925,0.2244417805229959,37,Architectural Divergence (RoBERTa),Low Redundancy,Random
10.0,0.03476041723037949,0.3447492278889178,34,Architectural Divergence (RoBERTa),Low Redundancy,Random
11.0,0.03470406223877495,0.37030256220698976,36,Architectural Divergence (RoBERTa),Low Redundancy,Random
12.0,0.03786892545466519,0.41793381177509037,33,Architectural Divergence (RoBERTa),Low Redundancy,Random
13.0,0.07377116876893575,0.5777035736243568,28,Architectural Divergence (RoBERTa),Low Redundancy,Random
14.0,0.060310027211664015,0.6928191400489845,27,Architectural Divergence (RoBERTa),Low Redundancy,Random
15.0,0.016137461806275406,0.14743178584308891,25,Architectural Divergence (RoBERTa),Low Redundancy,Random
16.0,0.04631857289264927,0.6004127051663993,41,Architectural Divergence (RoBERTa),Low Redundancy,Random
17.0,0.03454954857339197,0.59728663263719,37,Architectural Divergence (RoBERTa),Low Redundancy,Random
18.0,0.03545066482307759,0.38737357888285495,34,Architectural Divergence (RoBERTa),Low Redundancy,Random
19.0,0.11407264341177012,0.8877758632961812,39,Architectural Divergence (RoBERTa),Low Redundancy,Random
20.0,0.06352368740036991,0.48434623988390757,23,Architectural Divergence (RoBERTa),Low Redundancy,Random
21.0,0.053630529665004305,0.42448843595366303,28,Architectural Divergence (RoBERTa),Low Redundancy,Random
22.0,0.012324990385406409,0.0692953082677924,32,Architectural Divergence (RoBERTa),Low Redundancy,Random
23.0,0.032972574929903534,0.48977376902404934,30,Architectural Divergence (RoBERTa),Low Redundancy,Random
24.0,0.013932335396073792,0.13826243416334194,28,Architectural Divergence (RoBERTa),Low Redundancy,Random
25.0,0.07432779806329887,0.5808481802401603,29,Architectural Divergence (RoBERTa),Low Redundancy,Random
26.0,0.08377372532055033,0.8494720177361499,36,Architectural Divergence (RoBERTa),Low Redundancy,Random
27.0,0.020990486022403852,0.19413351652255562,35,Architectural Divergence (RoBERTa),Low Redundancy,Random
28.0,0.07079953006855697,0.5277581761810223,29,Architectural Divergence (RoBERTa),Low Redundancy,Random
29.0,0.08670143810785126,0.5402509655299051,41,Architectural Divergence (RoBERTa),Low Redundancy,Random
