Seed,Step,TextIndex,Dose,Residual,PolicyReward,BestSoFar,Model,Group,Method
1,1,18,31.0,0.003234487499967891,0.0004361113779856396,0.003234487499967891,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,2,28,30.0,0.002661047443285436,0.0016528927611321187,0.003234487499967891,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,3,10,8.0,0.011194164398803497,0.010907449185364793,0.011194164398803497,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,4,45,35.0,0.0025524858189835183,0.0,0.011194164398803497,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,5,32,8.0,0.011775824966840709,0.011761637628566746,0.011775824966840709,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,6,20,13.0,0.03224039976578856,0.011887644514703963,0.03224039976578856,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,7,15,0.0,0.0014535797442789089,0.0,0.03224039976578856,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,8,44,19.0,0.1978047305026993,0.17750121372952954,0.1978047305026993,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,9,24,20.0,0.04397616908505264,0.04390295957148427,0.1978047305026993,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,10,44,15.0,0.010526875698499971,0.0,0.1978047305026993,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,11,30,27.0,0.00033059146176644613,0.00017323293634431583,0.1978047305026993,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,12,14,19.0,0.09835540598184855,0.08481200250994592,0.1978047305026993,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,13,26,22.0,0.013183677439687045,0.0,0.1978047305026993,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,14,7,35.0,0.0038712242852728847,0.0,0.1978047305026993,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,15,47,34.0,0.029166186862958934,0.0,0.1978047305026993,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,16,36,36.0,0.22436920247738446,0.1616639029640643,0.22436920247738446,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,17,32,19.0,0.003358883563775561,0.0033446962255015977,0.22436920247738446,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,18,3,24.0,0.000548701298929144,0.0005007606082674254,0.22436920247738446,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,19,19,37.0,0.0013989244344845032,0.0,0.22436920247738446,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,20,30,38.0,0.00014223857247686457,0.0,0.22436920247738446,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,21,47,39.0,0.00431422073945175,0.0,0.22436920247738446,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,22,5,15.0,0.0007309125957464246,0.0003674390909045311,0.22436920247738446,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,23,49,23.0,0.00010501179658439774,9.984929504480711e-05,0.22436920247738446,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,24,32,10.0,0.0004862044401344745,0.00047201710186051127,0.22436920247738446,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,25,2,24.0,0.009105599532226893,0.007716886442313831,0.22436920247738446,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,26,34,30.0,0.0004863006766012822,0.0,0.22436920247738446,Architectural Divergence (RoBERTa),Low Redundancy,Random
1,27,17,4.0,0.0006464770973683143,0.0005060784661411466,0.22436920247738446,Architectural Divergence (RoBERTa),Low Redundancy,Random
