Dose,PIER,BestPIER,Count,Model,Group,Method
0.0,0.024311232837890422,0.254167908000669,30,Architectural Divergence (RoBERTa),Low Redundancy,Random
1.0,0.022352734781556992,0.16892545626872324,30,Architectural Divergence (RoBERTa),Low Redundancy,Random
2.0,0.008031431157289068,0.060915380552793885,27,Architectural Divergence (RoBERTa),Low Redundancy,Random
3.0,0.030822566928365776,0.24931766097228336,27,Architectural Divergence (RoBERTa),Low Redundancy,Random
4.0,0.04897288046132323,0.5198684226381715,25,Architectural Divergence (RoBERTa),Low Redundancy,Random
5.0,0.05519650855983367,0.39213468430202625,29,Architectural Divergence (RoBERTa),Low Redundancy,Random
6.0,0.11481932224416763,0.666288590498845,25,Architectural Divergence (RoBERTa),Low Redundancy,Random
7.0,0.01345416116282643,0.13440073206396697,34,Architectural Divergence (RoBERTa),Low Redundancy,Random
8.0,0.031638309699146265,0.19689854185232325,31,Architectural Divergence (RoBERTa),Low Redundancy,Random
9.0,0.043519660362298984,0.43594573597846864,27,Architectural Divergence (RoBERTa),Low Redundancy,Random
10.0,0.018599000220696927,0.23461569957805797,33,Architectural Divergence (RoBERTa),Low Redundancy,Random
11.0,0.038806889804754566,0.5113926305535059,35,Architectural Divergence (RoBERTa),Low Redundancy,Random
12.0,0.04005805906850749,0.3548084440456165,23,Architectural Divergence (RoBERTa),Low Redundancy,Random
13.0,0.08488795167986174,0.6587318663774386,37,Architectural Divergence (RoBERTa),Low Redundancy,Random
14.0,0.05265035329733522,0.5461050068982942,34,Architectural Divergence (RoBERTa),Low Redundancy,Random
15.0,0.03842847768185737,0.3478886501469963,34,Architectural Divergence (RoBERTa),Low Redundancy,Random
16.0,0.021179050429082972,0.10389313642468534,30,Architectural Divergence (RoBERTa),Low Redundancy,Random
17.0,0.06179415474696199,0.6071808388852806,19,Architectural Divergence (RoBERTa),Low Redundancy,Random
18.0,0.03964644076582643,0.5345207520437738,32,Architectural Divergence (RoBERTa),Low Redundancy,Random
19.0,0.06875893827560887,0.45441593407885317,23,Architectural Divergence (RoBERTa),Low Redundancy,Random
20.0,0.04102782743995933,0.44147158960004096,26,Architectural Divergence (RoBERTa),Low Redundancy,Random
21.0,0.02355024823788852,0.38712793739147056,28,Architectural Divergence (RoBERTa),Low Redundancy,Random
22.0,0.0533706068660775,0.4489781594461234,35,Architectural Divergence (RoBERTa),Low Redundancy,Random
23.0,0.009069530163522696,0.05405986520661599,36,Architectural Divergence (RoBERTa),Low Redundancy,Random
24.0,0.018036575707497574,0.4174433551039093,27,Architectural Divergence (RoBERTa),Low Redundancy,Random
25.0,0.01704513565811203,0.29189305586154357,26,Architectural Divergence (RoBERTa),Low Redundancy,Random
26.0,0.03626332543146205,0.2612684766284121,31,Architectural Divergence (RoBERTa),Low Redundancy,Random
