Dose,PIER,BestPIER,Count,Model,Group,Method
0.0,,,0,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
1.0,0.6713830657477433,0.9184505371001306,8,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2.0,0.4587236171756991,0.7221047384731688,7,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
3.0,0.5400647885430743,0.66756800719673,8,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
4.0,0.4818256708879222,0.8905843507586706,7,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
5.0,0.48091415894580564,0.6519036337269879,7,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
6.0,0.44629385428040497,0.5398457917082693,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
7.0,0.2704630342005041,0.39584621067075865,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
8.0,0.6715717363554047,0.8051627127083401,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
9.0,0.7546171228475549,0.823685731256193,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
10.0,0.16298415160081509,0.19912272189824876,4,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
11.0,0.4173818185775855,0.5002798191872916,4,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
12.0,0.34145300222371744,0.4209038623120226,4,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
13.0,0.5899183721422643,0.5980615711542028,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
14.0,0.7283125491921153,0.7638059583352466,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
15.0,0.2100990187331339,0.33185598080116085,4,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
16.0,0.5460184689691016,0.6004127051663992,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
17.0,0.6796540643197813,0.7620214960023726,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
18.0,0.31083007738932444,0.39998029695261206,4,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
19.0,0.8557905297808922,0.8877758632961812,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
20.0,0.6362332481634112,0.7374912536830802,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
21.0,0.3615140189161524,0.42448843595366303,4,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
22.0,0.43602321150915424,0.49621773081047527,4,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
23.0,0.4250660709955705,0.4897737690240494,4,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
24.0,0.7693750624524155,0.9247330464549965,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
25.0,0.4855963406001116,0.5808481802401602,4,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
26.0,0.6871471551924898,0.8494720177361499,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
27.0,0.5583775987951021,0.7124806728628764,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
28.0,0.5527120418365613,0.7213617272263546,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
29.0,0.45964758804846034,0.5402509655299053,4,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
