Dose,PIER,BestPIER,Count,Model,Group,Method
0.0,0.02961462613798248,0.3069594165024254,35,Architectural Divergence (RoBERTa),Low Redundancy,Random
1.0,0.04908523451593899,0.48227460844112463,24,Architectural Divergence (RoBERTa),Low Redundancy,Random
2.0,0.02663675265507567,0.2759313786051605,27,Architectural Divergence (RoBERTa),Low Redundancy,Random
3.0,0.05135590146685474,0.6892284822339387,25,Architectural Divergence (RoBERTa),Low Redundancy,Random
4.0,0.05007555910628938,0.3570646800213023,31,Architectural Divergence (RoBERTa),Low Redundancy,Random
5.0,0.05009791359246946,0.6566810307405595,28,Architectural Divergence (RoBERTa),Low Redundancy,Random
6.0,0.04527904221341676,0.3930998580427767,26,Architectural Divergence (RoBERTa),Low Redundancy,Random
7.0,0.028032363912946216,0.19071735356860708,33,Architectural Divergence (RoBERTa),Low Redundancy,Random
8.0,0.02324324282993885,0.29846226785933017,29,Architectural Divergence (RoBERTa),Low Redundancy,Random
9.0,0.03484584589158636,0.16503605245503644,18,Architectural Divergence (RoBERTa),Low Redundancy,Random
10.0,0.04007732596776944,0.41191328787231085,21,Architectural Divergence (RoBERTa),Low Redundancy,Random
11.0,0.016895475287442334,0.1831181753137756,21,Architectural Divergence (RoBERTa),Low Redundancy,Random
12.0,0.11091975782580232,0.5658915240200445,34,Architectural Divergence (RoBERTa),Low Redundancy,Random
13.0,0.0844233185228835,0.609012849286547,34,Architectural Divergence (RoBERTa),Low Redundancy,Random
14.0,0.03807015849993351,0.37879321867833093,36,Architectural Divergence (RoBERTa),Low Redundancy,Random
15.0,0.020580563536055644,0.11955546746829371,30,Architectural Divergence (RoBERTa),Low Redundancy,Random
16.0,0.04301764931999529,0.3831146513581062,26,Architectural Divergence (RoBERTa),Low Redundancy,Random
17.0,0.06363456056789075,0.8014442811714811,29,Architectural Divergence (RoBERTa),Low Redundancy,Random
18.0,0.05543416420637279,0.4439664748138923,39,Architectural Divergence (RoBERTa),Low Redundancy,Random
19.0,0.03510206297025444,0.4508065600867175,30,Architectural Divergence (RoBERTa),Low Redundancy,Random
20.0,0.02276409986413659,0.0680467727523687,32,Architectural Divergence (RoBERTa),Low Redundancy,Random
21.0,0.0399336880055602,0.35333606740835033,36,Architectural Divergence (RoBERTa),Low Redundancy,Random
22.0,0.053009434000178664,0.42353787772282214,27,Architectural Divergence (RoBERTa),Low Redundancy,Random
23.0,0.04451133534061937,0.3665833031582323,36,Architectural Divergence (RoBERTa),Low Redundancy,Random
24.0,0.03410372332694641,0.34774466667765136,36,Architectural Divergence (RoBERTa),Low Redundancy,Random
25.0,0.009841105409511783,0.03595277072840708,28,Architectural Divergence (RoBERTa),Low Redundancy,Random
26.0,0.042846564045213725,0.5306633341425631,25,Architectural Divergence (RoBERTa),Low Redundancy,Random
27.0,0.02881213828163367,0.2299586608109952,27,Architectural Divergence (RoBERTa),Low Redundancy,Random
28.0,0.0626272954610197,0.5035819692144503,35,Architectural Divergence (RoBERTa),Low Redundancy,Random
29.0,0.07641848384766313,0.5208276214355149,26,Architectural Divergence (RoBERTa),Low Redundancy,Random
30.0,0.06760951278420169,0.36033438162750253,34,Architectural Divergence (RoBERTa),Low Redundancy,Random
31.0,0.04172791251685148,0.28873047788236617,31,Architectural Divergence (RoBERTa),Low Redundancy,Random
32.0,0.06624041708473181,0.7574279760701659,36,Architectural Divergence (RoBERTa),Low Redundancy,Random
33.0,0.06800340580112159,0.7918305212556254,33,Architectural Divergence (RoBERTa),Low Redundancy,Random
34.0,0.020335721663239714,0.2883174960805175,30,Architectural Divergence (RoBERTa),Low Redundancy,Random
35.0,0.02927988830900379,0.3902472685592967,31,Architectural Divergence (RoBERTa),Low Redundancy,Random
36.0,0.09154086529401964,0.5134297634745748,29,Architectural Divergence (RoBERTa),Low Redundancy,Random
37.0,0.049987719935037415,0.2945566590471451,30,Architectural Divergence (RoBERTa),Low Redundancy,Random
38.0,0.05986799310471452,0.4473761886074974,31,Architectural Divergence (RoBERTa),Low Redundancy,Random
39.0,0.06626257244324342,0.4094110493015224,31,Architectural Divergence (RoBERTa),Low Redundancy,Random
0.0,1.3753536273058975e-08,2.9066414053424694e-08,40,Perfect Redundancy (Clone),High Redundancy,Random
1.0,1.103646031713962e-08,2.7925422932395527e-08,27,Perfect Redundancy (Clone),High Redundancy,Random
2.0,1.3908373079137229e-08,2.783387081928268e-08,31,Perfect Redundancy (Clone),High Redundancy,Random
3.0,1.2608783991522833e-08,2.7632353294393397e-08,26,Perfect Redundancy (Clone),High Redundancy,Random
4.0,1.1168626265489756e-08,2.7733172619504032e-08,30,Perfect Redundancy (Clone),High Redundancy,Random
5.0,1.2309645012768559e-08,2.306740420898734e-08,37,Perfect Redundancy (Clone),High Redundancy,Random
6.0,1.2606501286698762e-08,2.682162703049329e-08,45,Perfect Redundancy (Clone),High Redundancy,Random
7.0,9.650871942510554e-09,2.1927060500637197e-08,22,Perfect Redundancy (Clone),High Redundancy,Random
