Dose,PIER,BestPIER,Count,Model,Group,Method
0.0,0.004630238841647233,0.04440995078973367,35,Architectural Divergence (RoBERTa),Low Redundancy,Random
1.0,0.022953683485161455,0.384801477883728,35,Architectural Divergence (RoBERTa),Low Redundancy,Random
2.0,0.01981897151481535,0.17608577639853032,33,Architectural Divergence (RoBERTa),Low Redundancy,Random
3.0,0.02475155771025937,0.1365401047260536,24,Architectural Divergence (RoBERTa),Low Redundancy,Random
4.0,0.03189510217597172,0.23615414239007726,22,Architectural Divergence (RoBERTa),Low Redundancy,Random
5.0,0.023845345802143935,0.09758711013603294,30,Architectural Divergence (RoBERTa),Low Redundancy,Random
6.0,0.019537745429070084,0.16092388603718188,24,Architectural Divergence (RoBERTa),Low Redundancy,Random
7.0,0.04240517232863059,0.30257795691484135,23,Architectural Divergence (RoBERTa),Low Redundancy,Random
8.0,0.02462716437772527,0.22606333036859305,22,Architectural Divergence (RoBERTa),Low Redundancy,Random
9.0,0.015961088064473876,0.13001773887112367,29,Architectural Divergence (RoBERTa),Low Redundancy,Random
10.0,0.027408909936864657,0.3778296953690613,34,Architectural Divergence (RoBERTa),Low Redundancy,Random
11.0,0.03584549452034656,0.10758372260049043,41,Architectural Divergence (RoBERTa),Low Redundancy,Random
12.0,0.03954617373716399,0.4014986866956918,31,Architectural Divergence (RoBERTa),Low Redundancy,Random
13.0,0.03490772421551157,0.505968080897161,36,Architectural Divergence (RoBERTa),Low Redundancy,Random
14.0,0.018755202828889074,0.1395480979911261,28,Architectural Divergence (RoBERTa),Low Redundancy,Random
15.0,0.07024771346594723,0.7328537188499612,31,Architectural Divergence (RoBERTa),Low Redundancy,Random
16.0,0.019094633277247617,0.11230598937216273,36,Architectural Divergence (RoBERTa),Low Redundancy,Random
17.0,0.022615384160022317,0.2181050605794177,28,Architectural Divergence (RoBERTa),Low Redundancy,Random
18.0,0.019074808120757743,0.13521997069287642,28,Architectural Divergence (RoBERTa),Low Redundancy,Random
19.0,0.05141933531989705,0.41271680583778414,31,Architectural Divergence (RoBERTa),Low Redundancy,Random
20.0,0.02136747652370933,0.23133453959812778,25,Architectural Divergence (RoBERTa),Low Redundancy,Random
21.0,0.01725945999448869,0.07123268731636007,40,Architectural Divergence (RoBERTa),Low Redundancy,Random
22.0,0.020943977505120885,0.18524664287593456,34,Architectural Divergence (RoBERTa),Low Redundancy,Random
