Dose,PIER,BestPIER,Count,Model,Group,Method
0.0,,,0,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
1.0,0.5525703535264206,0.8373580048582703,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
2.0,0.5446957624973978,0.7358222928154596,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
3.0,0.47826685366197097,0.6892284822339387,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
4.0,0.6043653541100257,0.8985241072013235,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
5.0,0.41941283084958025,0.6566810307405595,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
6.0,0.42978796804179104,0.5794517877899134,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
7.0,0.2788135244414807,0.36690969531435424,4,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
8.0,0.6098694501847919,0.8240486812140448,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
9.0,0.4674646138882769,0.7223643613224158,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
10.0,0.1583386458441738,0.1912879160046017,4,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
11.0,0.2763392543686497,0.5492192609942064,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
12.0,0.35714100337455695,0.45398625693471784,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
13.0,0.44738344198471997,0.609012849286547,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
14.0,0.5056333149224886,0.8081065138692501,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
15.0,0.2855717657589588,0.4770835774452351,4,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
16.0,0.3713245931742394,0.6075183055811033,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
17.0,0.5837201953797123,0.8014442811714811,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
18.0,0.31951893955592986,0.4279519339785124,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
19.0,0.4508223577462196,0.8284135088827396,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
20.0,0.560905358449831,0.71464526904281,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
21.0,0.22522488877718774,0.332350998481723,4,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
22.0,0.3934858144489716,0.42353787772282214,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
23.0,0.39155065663215605,0.4081955589481052,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
24.0,0.3272390425791547,0.6509832281077035,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
25.0,0.2698775518359656,0.4258274059076713,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
26.0,0.380121591036907,0.5306633341425631,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
27.0,0.25862308877485124,0.33708336932999317,4,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
28.0,0.34123489705559223,0.3668590711803657,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
29.0,0.35837720383999094,0.520827621435515,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
30.0,0.3474896984430662,0.48005348927612634,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
31.0,0.3389011069726784,0.6638569093146401,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
32.0,0.544711792147399,0.7574279760701659,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
33.0,0.5075914632753074,0.7918305212556254,6,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
34.0,0.41601145281730095,0.6614964576713525,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
35.0,0.29096057311381307,0.3902472685592967,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
36.0,0.27957891544611707,0.30149828926005384,4,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
37.0,0.2564812152417697,0.2945566590471451,4,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
38.0,0.31354739762640266,0.4588172215532515,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
39.0,0.10389830447336568,0.17244257772994448,5,Architectural Divergence (RoBERTa),Low Redundancy,JointPairUCB
0.0,,,0,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
1.0,2.165315733659856e-08,2.7433319518821442e-08,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
2.0,2.203079269245493e-08,2.7659277146430128e-08,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
3.0,2.035497805724651e-08,2.6988958741480662e-08,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
4.0,1.7395684677457002e-08,2.5906020773014404e-08,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
5.0,1.963980136854282e-08,2.7137512126351737e-08,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
6.0,2.304650662902456e-08,2.825549771934277e-08,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
7.0,2.3941962981610665e-08,2.8227371259847978e-08,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
8.0,1.855179290743969e-08,2.43585982495631e-08,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
9.0,2.2882089366812092e-08,2.6797788793553323e-08,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
10.0,2.6836363293628967e-08,2.8489239980999947e-08,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
11.0,2.3507819330026436e-08,2.721848549325223e-08,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
12.0,1.947874833652108e-08,2.300256206344553e-08,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
13.0,1.4856249767417987e-08,2.4492198991143965e-08,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
14.0,2.2147332690014565e-08,2.4762006251011215e-08,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
15.0,2.7328569282558668e-08,2.8593479320382365e-08,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
16.0,2.1520289055406334e-08,2.6534941299782844e-08,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
