Dose,PIER,BestPIER,Count,Model,Group,Method
0.0,0.027240481663781863,0.15849425322221045,27,Architectural Divergence (RoBERTa),Low Redundancy,Random
1.0,0.08052364708828323,0.46084791305903916,42,Architectural Divergence (RoBERTa),Low Redundancy,Random
2.0,0.01666211030030012,0.2599225163478295,30,Architectural Divergence (RoBERTa),Low Redundancy,Random
3.0,0.08006080247799342,0.39641602762363815,22,Architectural Divergence (RoBERTa),Low Redundancy,Random
4.0,0.08401449029768944,0.35630572614342637,35,Architectural Divergence (RoBERTa),Low Redundancy,Random
5.0,0.046390964745856855,0.3487022419302265,36,Architectural Divergence (RoBERTa),Low Redundancy,Random
6.0,0.046678445411538844,0.3698769276974465,25,Architectural Divergence (RoBERTa),Low Redundancy,Random
7.0,0.018459928325601015,0.09936865567637161,39,Architectural Divergence (RoBERTa),Low Redundancy,Random
8.0,0.05798407899495624,0.39439432435750765,30,Architectural Divergence (RoBERTa),Low Redundancy,Random
9.0,0.049003332764736986,0.33510671415489646,34,Architectural Divergence (RoBERTa),Low Redundancy,Random
10.0,0.08346059804541513,0.3238494963554639,28,Architectural Divergence (RoBERTa),Low Redundancy,Random
11.0,0.054704101401392216,0.3511485676654911,29,Architectural Divergence (RoBERTa),Low Redundancy,Random
12.0,0.05568104975291112,0.4136749786340801,31,Architectural Divergence (RoBERTa),Low Redundancy,Random
13.0,0.0667764440296434,0.5081838851582875,25,Architectural Divergence (RoBERTa),Low Redundancy,Random
14.0,0.05998075145344698,0.382229291917217,28,Architectural Divergence (RoBERTa),Low Redundancy,Random
15.0,0.03702489875710533,0.253694738626964,23,Architectural Divergence (RoBERTa),Low Redundancy,Random
16.0,0.034366653539463006,0.3086438953246199,33,Architectural Divergence (RoBERTa),Low Redundancy,Random
17.0,0.04223409994994441,0.6183255704453319,22,Architectural Divergence (RoBERTa),Low Redundancy,Random
18.0,0.03015501680953042,0.2671886773149392,33,Architectural Divergence (RoBERTa),Low Redundancy,Random
19.0,0.034575515445822505,0.44560534321587064,36,Architectural Divergence (RoBERTa),Low Redundancy,Random
20.0,0.040471730232280144,0.31772512057352076,36,Architectural Divergence (RoBERTa),Low Redundancy,Random
21.0,0.036353799467530055,0.356593960557292,38,Architectural Divergence (RoBERTa),Low Redundancy,Random
22.0,0.043102992544305864,0.30393691294421277,25,Architectural Divergence (RoBERTa),Low Redundancy,Random
23.0,0.034697163535234166,0.283604528339356,33,Architectural Divergence (RoBERTa),Low Redundancy,Random
24.0,0.029645705485778405,0.3077760437942033,27,Architectural Divergence (RoBERTa),Low Redundancy,Random
25.0,0.016177790893616355,0.12742091125553523,33,Architectural Divergence (RoBERTa),Low Redundancy,Random
26.0,0.048646699316246184,0.410599448427021,34,Architectural Divergence (RoBERTa),Low Redundancy,Random
27.0,0.01299608968739596,0.08541746229944658,23,Architectural Divergence (RoBERTa),Low Redundancy,Random
28.0,0.07676252524957212,0.5469264277469491,30,Architectural Divergence (RoBERTa),Low Redundancy,Random
29.0,0.023265203325163478,0.17849807975518517,31,Architectural Divergence (RoBERTa),Low Redundancy,Random
30.0,0.06303299411207233,0.3100762850844212,24,Architectural Divergence (RoBERTa),Low Redundancy,Random
31.0,0.020837109902746894,0.23382723692327545,26,Architectural Divergence (RoBERTa),Low Redundancy,Random
32.0,0.018038873042876914,0.272062460269723,33,Architectural Divergence (RoBERTa),Low Redundancy,Random
33.0,0.009470624235456346,0.07044881391977188,29,Architectural Divergence (RoBERTa),Low Redundancy,Random
