query,best_residual,attempts
5,1.832099897488098,1
10,1.832099897488098,2
15,1.832099897488098,3
20,3.38999759383134,4
25,3.38999759383134,5
30,3.38999759383134,6
35,3.38999759383134,7
40,3.38999759383134,8
45,3.38999759383134,9
50,3.38999759383134,10
55,3.38999759383134,11
60,3.38999759383134,12
65,3.38999759383134,13
70,3.38999759383134,14
75,3.38999759383134,15
80,3.38999759383134,16
85,3.38999759383134,17
90,3.38999759383134,18
95,3.38999759383134,19
100,3.38999759383134,20
105,3.38999759383134,21
110,3.38999759383134,22
115,3.38999759383134,23
120,3.38999759383134,24
125,3.38999759383134,25
130,3.38999759383134,26
135,3.8784011842507926,27
140,3.8784011842507926,28
145,3.8784011842507926,29
150,3.8784011842507926,30
155,3.8784011842507926,31
160,3.8784011842507926,32
165,3.8784011842507926,33
170,3.8784011842507926,34
175,3.8784011842507926,35
180,3.8784011842507926,36
185,3.8784011842507926,37
190,4.11433874056246,38
195,4.5032932200404,39
200,4.5032932200404,40
205,4.5032932200404,41
210,4.5032932200404,42
215,4.709985884924853,43
220,4.709985884924853,44
225,4.709985884924853,45
230,4.709985884924853,46
235,4.709985884924853,47
240,4.709985884924853,48
245,4.709985884924853,49
250,4.709985884924853,50
255,4.709985884924853,51
260,4.93742307503134,52
265,4.93742307503134,53
270,4.93742307503134,54
275,4.93742307503134,55
280,4.93742307503134,56
285,5.497695993667804,57
290,5.497695993667804,58
295,5.497695993667804,59
300,5.497695993667804,60
305,6.157311313728252,61
310,6.157311313728252,62
315,6.157311313728252,63
320,6.157311313728252,64
325,6.157311313728252,65
330,6.157311313728252,66
335,6.157311313728252,67
340,6.157311313728252,68
345,6.157311313728252,69
350,6.157311313728252,70
355,6.157311313728252,71
360,6.157311313728252,72
365,6.157311313728252,73
370,6.157311313728252,74
375,6.157311313728252,75
380,6.157311313728252,76
385,6.157311313728252,77
390,6.157311313728252,78
395,6.157311313728252,79
400,6.157311313728252,80
405,6.157311313728252,81
410,6.157311313728252,82
415,6.157311313728252,83
420,6.157311313728252,84
425,6.157311313728252,85
430,6.157311313728252,86
435,6.157311313728252,87
440,6.157311313728252,88
445,6.157311313728252,89
450,6.157311313728252,90
455,6.157311313728252,91
460,6.157311313728252,92
465,6.157311313728252,93
470,6.157311313728252,94
475,6.199665770956398,95
480,6.199665770956398,96
485,6.199665770956398,97
490,6.199665770956398,98
495,6.300192940628319,99
500,6.300192940628319,100
