query,best_residual,attempts
1,0.8132008684169756,215
2,2.635700529734399,245
3,2.635700529734399,267
4,2.635700529734399,319
5,2.635700529734399,347
6,2.635700529734399,371
7,2.635700529734399,466
8,2.635700529734399,741
9,2.635700529734399,793
10,2.635700529734399,953
11,2.635700529734399,956
12,2.635700529734399,1035
13,2.635700529734399,1051
14,2.635700529734399,1053
15,2.635700529734399,1090
16,2.635700529734399,1130
17,2.635700529734399,1219
18,2.635700529734399,1254
19,2.635700529734399,1372
20,2.635700529734399,1391
21,2.635700529734399,1411
22,2.635700529734399,1493
23,2.635700529734399,1566
24,2.635700529734399,1641
25,2.635700529734399,1705
26,2.635700529734399,1746
27,2.635700529734399,1805
28,2.635700529734399,2089
29,2.635700529734399,2094
30,2.635700529734399,2104
31,2.635700529734399,2107
32,2.635700529734399,2208
33,2.635700529734399,2284
34,2.635700529734399,2328
35,2.635700529734399,2401
36,2.635700529734399,2492
37,2.635700529734399,2512
38,2.635700529734399,2515
39,2.635700529734399,2516
40,2.635700529734399,2571
41,2.635700529734399,2593
42,2.635700529734399,2626
43,2.635700529734399,2822
44,2.635700529734399,2837
45,2.635700529734399,2862
46,2.635700529734399,2876
47,2.635700529734399,2958
48,2.635700529734399,3096
49,2.635700529734399,3153
50,2.635700529734399,3239
51,2.635700529734399,3315
52,2.635700529734399,3390
53,2.635700529734399,3499
54,2.635700529734399,4023
55,2.635700529734399,4037
56,2.635700529734399,4039
57,2.635700529734399,4160
58,2.635700529734399,4195
59,2.635700529734399,4267
60,2.635700529734399,4329
61,2.635700529734399,4336
62,2.635700529734399,4357
63,2.635700529734399,4440
64,2.635700529734399,4548
65,2.635700529734399,4601
66,2.635700529734399,4695
67,2.635700529734399,4714
68,2.635700529734399,4813
69,2.635700529734399,4883
70,2.635700529734399,4886
71,2.635700529734399,4927
72,2.635700529734399,4942
73,2.635700529734399,4976
74,2.635700529734399,4986
75,2.635700529734399,5041
76,2.635700529734399,5092
77,2.635700529734399,5104
78,2.635700529734399,5110
79,2.635700529734399,5174
80,2.635700529734399,5281
81,2.696620650823514,5382
82,2.696620650823514,5528
83,2.696620650823514,5554
84,2.739006820309706,5705
85,2.739006820309706,5826
86,2.739006820309706,5835
87,2.739006820309706,5888
88,2.739006820309706,5896
89,2.739006820309706,5904
90,2.739006820309706,5950
91,2.739006820309706,6023
92,2.739006820309706,6063
93,2.739006820309706,6065
94,2.739006820309706,6098
95,2.739006820309706,6385
96,2.739006820309706,6441
97,2.739006820309706,6454
98,2.739006820309706,6608
99,2.739006820309706,6788
100,2.739006820309706,6799
101,2.739006820309706,7007
102,2.739006820309706,7119
103,2.739006820309706,7126
104,2.739006820309706,7138
105,2.739006820309706,7319
106,2.739006820309706,7358
107,2.739006820309706,7597
108,2.739006820309706,7608
109,2.739006820309706,7660
110,2.739006820309706,7666
111,2.739006820309706,7667
112,2.739006820309706,7713
113,2.739006820309706,7798
114,2.739006820309706,7855
115,2.739006820309706,7883
116,2.739006820309706,7895
117,2.739006820309706,7908
118,2.739006820309706,7925
119,2.739006820309706,7990
120,2.739006820309706,7995
121,2.739006820309706,8007
122,2.739006820309706,8062
123,2.739006820309706,8115
124,2.739006820309706,8334
125,2.739006820309706,8466
126,2.739006820309706,8485
127,2.739006820309706,8490
128,2.739006820309706,8527
129,2.739006820309706,8541
130,2.739006820309706,8636
131,2.739006820309706,8827
132,2.739006820309706,8968
133,2.739006820309706,9045
134,2.739006820309706,9096
135,3.5950467224282203,9135
136,3.5950467224282203,9174
137,3.5950467224282203,9253
138,3.5950467224282203,9270
139,3.5950467224282203,9344
140,3.5950467224282203,9384
141,3.5950467224282203,9410
142,3.5950467224282203,9510
143,3.5950467224282203,9577
144,3.5950467224282203,9589
145,3.5950467224282203,9629
146,3.5950467224282203,9741
147,3.5950467224282203,9781
148,3.5950467224282203,9830
149,3.5950467224282203,9842
150,3.5950467224282203,9843
151,3.5950467224282203,9887
152,3.5950467224282203,9943
153,3.5950467224282203,10014
154,3.5950467224282203,10028
155,3.5950467224282203,10145
156,3.5950467224282203,10152
157,3.5950467224282203,10163
158,3.5950467224282203,10191
159,3.5950467224282203,10235
160,3.5950467224282203,10309
161,3.5950467224282203,10321
162,3.5950467224282203,10402
163,3.5950467224282203,10517
164,3.5950467224282203,10518
165,3.5950467224282203,10523
166,3.5950467224282203,10723
167,3.5950467224282203,10898
168,3.5950467224282203,10948
169,3.5950467224282203,10968
170,3.5950467224282203,11020
171,3.5950467224282203,11181
172,3.5950467224282203,11260
173,3.5950467224282203,11313
174,3.5950467224282203,11363
175,3.5950467224282203,11400
176,3.5950467224282203,11415
177,3.5950467224282203,11425
178,3.5950467224282203,11479
179,3.5950467224282203,11580
180,3.5950467224282203,11612
181,3.5950467224282203,11675
182,3.5950467224282203,11718
183,3.5950467224282203,11729
184,3.5950467224282203,11865
185,3.5950467224282203,11905
186,3.5950467224282203,11969
187,3.5950467224282203,11991
188,3.5950467224282203,11994
189,3.5950467224282203,12089
190,3.5950467224282203,12115
191,3.5950467224282203,12210
192,3.5950467224282203,12220
193,3.5950467224282203,12282
194,3.5950467224282203,12369
195,3.5950467224282203,12408
196,3.5950467224282203,12418
197,3.5950467224282203,12558
198,3.5950467224282203,12570
199,3.5950467224282203,12589
200,3.5950467224282203,12648
