query,best_residual,attempts
5,1.1969257643993412,1
10,1.231415610375502,2
15,1.231415610375502,3
20,1.231415610375502,4
25,2.335421861862143,5
30,2.335421861862143,6
35,2.335421861862143,7
40,2.335421861862143,8
45,2.673381207187794,9
50,2.673381207187794,10
55,2.673381207187794,11
60,4.172588021766221,12
65,4.172588021766221,13
70,4.172588021766221,14
75,4.172588021766221,15
80,4.172588021766221,16
85,4.172588021766221,17
90,4.172588021766221,18
95,4.172588021766221,19
100,4.172588021766221,20
105,4.172588021766221,21
110,4.172588021766221,22
115,4.172588021766221,23
120,4.172588021766221,24
125,4.172588021766221,25
130,4.172588021766221,26
135,4.172588021766221,27
140,4.340667792699073,28
145,4.340667792699073,29
150,4.340667792699073,30
155,4.340667792699073,31
160,4.340667792699073,32
165,4.452227409446565,33
170,4.452227409446565,34
175,4.452227409446565,35
180,4.452227409446565,36
185,4.452227409446565,37
190,4.452227409446565,38
195,4.452227409446565,39
200,5.034523982384726,40
205,5.034523982384726,41
210,5.034523982384726,42
215,5.034523982384726,43
220,5.034523982384726,44
225,5.034523982384726,45
230,5.034523982384726,46
235,5.034523982384726,47
240,5.034523982384726,48
245,5.034523982384726,49
250,5.034523982384726,50
255,5.397298493942034,51
260,5.397298493942034,52
265,5.397298493942034,53
270,5.397298493942034,54
275,5.397298493942034,55
280,5.397298493942034,56
285,5.397298493942034,57
290,5.397298493942034,58
295,5.397298493942034,59
300,5.397298493942034,60
305,5.397298493942034,61
310,5.397298493942034,62
315,5.397298493942034,63
320,5.397298493942034,64
325,5.397298493942034,65
330,5.397298493942034,66
335,5.397298493942034,67
340,5.397298493942034,68
345,5.397298493942034,69
350,5.397298493942034,70
355,5.397298493942034,71
360,5.397298493942034,72
365,5.397298493942034,73
370,5.397298493942034,74
375,5.397298493942034,75
380,5.397298493942034,76
385,5.397298493942034,77
390,5.397298493942034,78
395,5.397298493942034,79
400,5.397298493942034,80
405,5.397298493942034,81
410,5.397298493942034,82
415,5.397298493942034,83
420,5.397298493942034,84
425,5.397298493942034,85
430,5.397298493942034,86
435,5.397298493942034,87
440,5.397298493942034,88
445,5.397298493942034,89
450,5.397298493942034,90
455,5.397298493942034,91
460,5.397298493942034,92
465,5.397298493942034,93
470,5.397298493942034,94
475,5.397298493942034,95
480,5.397298493942034,96
485,5.397298493942034,97
490,5.397298493942034,98
495,5.397298493942034,99
500,5.397298493942034,100
505,5.397298493942034,101
510,5.397298493942034,102
515,5.397298493942034,103
520,5.397298493942034,104
525,5.397298493942034,105
530,5.397298493942034,106
535,5.4210612587264375,107
540,5.4210612587264375,108
545,5.4210612587264375,109
550,5.500527947835452,110
555,5.500527947835452,111
560,5.500527947835452,112
565,5.500527947835452,113
570,5.604892009896193,114
575,5.604892009896193,115
580,5.604892009896193,116
585,5.604892009896193,117
590,5.604892009896193,118
595,5.742466711594173,119
600,5.742466711594173,120
605,5.742466711594173,121
610,5.742466711594173,122
615,5.742466711594173,123
620,5.742466711594173,124
625,5.742466711594173,125
630,5.742466711594173,126
635,5.742466711594173,127
640,5.742466711594173,128
645,5.742466711594173,129
650,5.742466711594173,130
655,5.742466711594173,131
660,5.742466711594173,132
665,5.742466711594173,133
670,5.742466711594173,134
675,5.742466711594173,135
680,5.742466711594173,136
685,5.742466711594173,137
690,5.742466711594173,138
695,5.742466711594173,139
700,5.742466711594173,140
705,5.742466711594173,141
710,5.742466711594173,142
715,5.752330166532713,143
720,5.752330166532713,144
725,5.752330166532713,145
730,5.752330166532713,146
735,5.752330166532713,147
740,5.752330166532713,148
745,5.752330166532713,149
750,5.752330166532713,150
755,5.752330166532713,151
760,5.752330166532713,152
765,5.752330166532713,153
770,5.835616771066135,154
775,5.835616771066135,155
780,5.835616771066135,156
785,5.835616771066135,157
790,5.835616771066135,158
795,5.835616771066135,159
800,5.835616771066135,160
805,5.835616771066135,161
810,5.835616771066135,162
815,5.835616771066135,163
820,5.913702362185071,164
825,5.913702362185071,165
830,5.913702362185071,166
835,5.913702362185071,167
840,5.913702362185071,168
845,5.913702362185071,169
850,5.951091710173334,170
855,5.951091710173334,171
860,5.951091710173334,172
865,5.951091710173334,173
870,6.055628360065478,174
875,6.055628360065478,175
880,6.055628360065478,176
885,6.055628360065478,177
890,6.210479812116252,178
895,6.210479812116252,179
900,6.210479812116252,180
905,6.210479812116252,181
910,6.210479812116252,182
915,6.210479812116252,183
920,6.210479812116252,184
925,6.210479812116252,185
930,6.210479812116252,186
935,6.210479812116252,187
940,6.210479812116252,188
945,6.385370614230648,189
950,6.385370614230648,190
955,6.385370614230648,191
960,6.385370614230648,192
965,6.385370614230648,193
970,6.385370614230648,194
975,6.385370614230648,195
980,6.385370614230648,196
985,6.385370614230648,197
990,6.385370614230648,198
995,6.385370614230648,199
1000,6.385370614230648,200
