query,best_residual,attempts
1,1.8176965087905586,1
2,1.8176965087905586,2
3,1.8176965087905586,3
4,1.8176965087905586,4
5,1.8176965087905586,5
6,1.8176965087905586,6
7,1.8217403708997264,7
8,2.989422882310837,8
9,2.989422882310837,9
10,2.989422882310837,10
11,2.989422882310837,11
12,2.989422882310837,12
13,2.989422882310837,13
14,2.989422882310837,14
15,2.989422882310837,15
16,2.989422882310837,16
17,3.480246067943484,17
18,3.480246067943484,18
19,3.480246067943484,19
20,3.480246067943484,20
21,3.480246067943484,21
22,3.480246067943484,22
23,3.480246067943484,23
24,3.480246067943484,24
25,3.480246067943484,25
26,3.9648659356249056,26
27,3.9648659356249056,27
28,4.190219105167159,28
29,4.190219105167159,29
30,4.190219105167159,30
31,4.190219105167159,31
32,4.190219105167159,32
33,4.190219105167159,33
34,4.190219105167159,34
35,4.190219105167159,35
36,4.190219105167159,36
37,4.190219105167159,37
38,5.141468419794094,38
39,5.141468419794094,39
40,5.141468419794094,40
41,5.141468419794094,41
42,5.141468419794094,42
43,5.141468419794094,43
44,5.141468419794094,44
45,5.141468419794094,45
46,5.141468419794094,46
47,5.141468419794094,47
48,5.141468419794094,48
49,5.141468419794094,49
50,5.141468419794094,50
51,5.141468419794094,51
52,5.141468419794094,52
53,5.141468419794094,53
54,5.141468419794094,54
55,5.141468419794094,55
56,5.141468419794094,56
57,5.141468419794094,57
58,5.141468419794094,58
59,5.141468419794094,59
60,5.141468419794094,60
61,5.141468419794094,61
62,6.104272677396462,62
63,6.104272677396462,63
64,6.104272677396462,64
65,6.104272677396462,65
66,6.104272677396462,66
67,6.104272677396462,67
68,6.104272677396462,68
69,6.28696438083981,69
70,6.28696438083981,70
71,6.28696438083981,71
72,6.28696438083981,72
73,6.28696438083981,73
74,6.28696438083981,74
75,6.28696438083981,75
76,6.28696438083981,76
77,6.28696438083981,77
78,6.28696438083981,78
79,6.28696438083981,79
80,6.28696438083981,80
81,6.28696438083981,81
82,6.28696438083981,82
83,6.28696438083981,83
84,6.28696438083981,84
85,6.28696438083981,85
86,6.28696438083981,86
87,6.28696438083981,87
88,6.28696438083981,88
89,6.28696438083981,89
90,6.28696438083981,90
91,6.28696438083981,91
92,6.28696438083981,92
93,6.28696438083981,93
94,6.28696438083981,94
95,6.28696438083981,95
96,6.28696438083981,96
97,6.28696438083981,97
98,6.28696438083981,98
99,6.28696438083981,99
100,6.28696438083981,100
101,6.28696438083981,101
102,6.28696438083981,102
103,6.28696438083981,103
104,6.28696438083981,104
