Dose,PIER,BestPIER,Count,Model,Group,Method
0.0,,,0,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1.0,0.3355847020286246,0.6141725864438002,7,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
2.0,0.350744684189664,0.6112067203420819,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
3.0,0.25084941840353553,0.5313055326863503,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
4.0,0.3073960994877145,0.6215659880147235,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
5.0,0.41115856537843065,0.684829828825998,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
6.0,0.41964718832184894,0.6513530655189056,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
7.0,0.3652569413313356,0.5358058099862799,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
8.0,0.2293214885396826,0.3974448600744209,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
9.0,0.3346286059520092,0.5733181316401803,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
10.0,0.14466935025699898,0.3309108383197942,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
11.0,0.3708768758591379,0.5324333629037503,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
12.0,0.3273285551400124,0.5091368530661075,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
13.0,0.22271902921260311,0.3148119591957955,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
14.0,0.4644051870689122,0.7478279517138334,7,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
15.0,0.4085233397413977,0.5560094553126051,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
16.0,0.33020210556409474,0.4858236381642568,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
17.0,0.34171375361393136,0.45604726336480456,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
18.0,0.3038888975858954,0.47429915710296405,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
19.0,0.1193357691122882,0.20523550560968506,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
20.0,0.40646826862477164,0.6128342775158269,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
21.0,0.4624223162606729,0.643846904417396,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
22.0,0.3779500730872208,0.4846264678294616,4,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
23.0,0.39817709571712956,0.5144122993051305,4,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
24.0,0.042326419745160465,0.08002742951166425,4,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
25.0,0.2554439417016745,0.4483243069918202,4,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
26.0,0.6509115918288682,0.6712783503712103,4,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
27.0,0.34141516884210593,0.5139788384242028,4,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
28.0,0.2160535086394909,0.34932751624572944,4,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
29.0,0.5973286327910242,0.6610812712598828,4,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
30.0,0.48504722214506635,0.5330345286392675,4,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
