Dose,PIER,BestPIER,Count,Model,Group,Method
0.0,0.11163449268530853,0.32962774799964,28,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
1.0,0.2522712112189836,0.7617672978293493,29,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
2.0,0.17071913574842573,0.6184238049766775,26,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
3.0,0.1485579507237932,0.7842153800707663,38,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
4.0,0.13854663300427605,0.48899247557034786,30,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
5.0,0.11300747099104333,0.7708426766077844,36,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
6.0,0.1554523845994111,0.6868175242277778,27,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
7.0,0.18348993541514874,0.6572080420350748,41,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
8.0,0.16630402715631845,0.8264659702841418,25,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
9.0,0.13737106481740277,0.5488307921611999,27,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
10.0,0.16691743049844995,0.5614927073915817,30,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
11.0,0.17140778486525882,0.7490738735418537,25,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
12.0,0.10289956523126144,0.6446569005319831,32,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
13.0,0.1479272305987261,0.5356291265524917,25,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
14.0,0.11249490972118856,0.4414850501461356,25,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
15.0,0.10701381992865924,0.555338008291559,30,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
16.0,0.14019136393931853,0.6949069006680321,38,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
17.0,0.13778968516707285,0.6559512465938915,37,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
18.0,0.129377281668353,0.5450931615111951,34,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
19.0,0.10758731939535277,0.4089984800560869,35,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
20.0,0.17188013389885443,0.6473097879960289,33,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
21.0,0.09595558807169484,0.23772419579289128,25,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
22.0,0.136832314673222,0.8141113043730832,26,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
23.0,0.13647285605218407,0.37667327770875214,32,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
24.0,0.11973879544955497,0.4773307635927482,32,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
25.0,0.14314564700263926,0.5194654486178354,32,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
26.0,0.2086441285901171,0.6339641292504514,32,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
27.0,0.17285060546465217,0.7672537312681635,35,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
28.0,0.1006084510534146,0.536487519967616,34,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
29.0,0.14955239120910307,0.7218228893901679,41,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
30.0,0.15722739230692598,0.6987599912598101,35,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
31.0,0.14416049469287734,0.8293579087372497,18,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
32.0,0.14640505271618595,0.5619215184699073,30,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
33.0,0.10465100619719112,0.680833816300336,34,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
34.0,0.21589880124779157,0.6972809526979056,30,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
35.0,0.11489925903862876,0.5236269179601541,31,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
36.0,0.16530606196571757,0.5884437492953603,40,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
37.0,0.15354813789398933,0.6720707064221103,35,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
38.0,0.1208171181901943,0.5067411297231743,31,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
