Dose,PIER,BestPIER,Count,Model,Group,Method
0.0,0.11188363760151712,0.32962774799964,27,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
1.0,0.26109299333790664,0.7617672978293493,28,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
2.0,0.17108637507433846,0.6184238049766775,25,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
3.0,0.1485579507237932,0.7842153800707663,38,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
4.0,0.13856276173209267,0.48899247557034786,28,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
5.0,0.11300747099104333,0.7708426766077844,36,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
6.0,0.14757500875880564,0.6868175242277778,26,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
7.0,0.1859830294031195,0.6572080420350748,40,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
8.0,0.16630402715631845,0.8264659702841418,25,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
9.0,0.13737106481740277,0.5488307921611999,27,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
10.0,0.1719591199366046,0.5614927073915817,28,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
11.0,0.17396724224178817,0.7490738735418537,24,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
12.0,0.1079741862436121,0.6446569005319831,30,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
13.0,0.15256664403600959,0.5356291265524917,23,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
14.0,0.11835173298519551,0.4414850501461356,22,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
15.0,0.10831504117284031,0.555338008291559,29,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
16.0,0.1436342347602888,0.6949069006680321,36,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
17.0,0.13778968516707285,0.6559512465938915,37,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
18.0,0.13208597576556277,0.5450931615111951,33,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
19.0,0.10617297638625098,0.4089984800560869,33,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
20.0,0.16846707776861383,0.6473097879960289,31,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
21.0,0.09595558807169484,0.23772419579289128,25,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
22.0,0.13970479300874808,0.8141113043730832,23,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
23.0,0.13647285605218407,0.37667327770875214,32,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
24.0,0.12076763012148838,0.4773307635927482,30,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
25.0,0.1436422813313507,0.5194654486178354,28,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
26.0,0.2086441285901171,0.6339641292504514,32,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
27.0,0.17989837566591865,0.7672537312681635,32,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
28.0,0.08670639896867507,0.22684589418777426,32,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
29.0,0.15372100526649587,0.7218228893901679,39,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
30.0,0.15973111061769052,0.6987599912598101,34,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
31.0,0.10786522032470229,0.4356711624683902,15,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
32.0,0.14640505271618595,0.5619215184699073,30,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
33.0,0.10465100619719112,0.680833816300336,34,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
34.0,0.2193752356769044,0.6972809526979056,29,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
35.0,0.11489925903862876,0.5236269179601541,31,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
36.0,0.16530606196571757,0.5884437492953603,40,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
37.0,0.15893234893462102,0.6720707064221103,33,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
38.0,0.1079529844724283,0.5067411297231743,30,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
39.0,0.16594932719404715,0.7463507912819862,25,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
0.0,1.3254072220440168e-08,2.2407488531328568e-08,26,Perfect Redundancy (Clone),High Redundancy,Random
1.0,1.3893115034148204e-08,2.4702931145093032e-08,26,Perfect Redundancy (Clone),High Redundancy,Random
2.0,7.265845954480198e-09,2.3330259946163778e-08,17,Perfect Redundancy (Clone),High Redundancy,Random
3.0,9.31555696297837e-09,2.3552511385638297e-08,32,Perfect Redundancy (Clone),High Redundancy,Random
4.0,1.1569535636942733e-08,2.3135473981028554e-08,29,Perfect Redundancy (Clone),High Redundancy,Random
5.0,1.1723728116178795e-08,2.398522569446726e-08,31,Perfect Redundancy (Clone),High Redundancy,Random
6.0,1.2371204498263979e-08,2.401286536279912e-08,36,Perfect Redundancy (Clone),High Redundancy,Random
7.0,1.495545057770014e-08,2.512793029207927e-08,26,Perfect Redundancy (Clone),High Redundancy,Random
8.0,1.0919230432535785e-08,2.4472609272407908e-08,33,Perfect Redundancy (Clone),High Redundancy,Random
9.0,1.0924004843882422e-08,2.2304494140534814e-08,32,Perfect Redundancy (Clone),High Redundancy,Random
10.0,1.3435498399850576e-08,2.5984784990384924e-08,36,Perfect Redundancy (Clone),High Redundancy,Random
11.0,1.1339547977162785e-08,2.2375951536091065e-08,44,Perfect Redundancy (Clone),High Redundancy,Random
12.0,1.0825207270827379e-08,2.3948013683217084e-08,32,Perfect Redundancy (Clone),High Redundancy,Random
13.0,9.232618556474605e-09,2.2351526629549312e-08,32,Perfect Redundancy (Clone),High Redundancy,Random
14.0,9.734280456975982e-09,2.6117273010939357e-08,31,Perfect Redundancy (Clone),High Redundancy,Random
15.0,1.0307720669307414e-08,2.1504397929028585e-08,23,Perfect Redundancy (Clone),High Redundancy,Random
16.0,1.2034256329901444e-08,2.374337304544838e-08,36,Perfect Redundancy (Clone),High Redundancy,Random
17.0,7.277125531655918e-09,2.4237930551507247e-08,35,Perfect Redundancy (Clone),High Redundancy,Random
18.0,8.622119553957768e-09,2.2052868864363973e-08,28,Perfect Redundancy (Clone),High Redundancy,Random
19.0,9.398914284583244e-09,2.2345884698182772e-08,25,Perfect Redundancy (Clone),High Redundancy,Random
