Dose,PIER,BestPIER,Count,Model,Group,Method
0.0,0.10723119201685463,0.3532909615250126,37,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
1.0,0.30318047293364786,0.6037926005291964,24,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
2.0,0.13704994879290486,0.6537632261693831,25,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
3.0,0.1625121835769107,0.789013809270826,30,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
4.0,0.19416371502610086,0.7813062220380448,24,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
5.0,0.19270148497179537,0.9460940143776082,25,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
6.0,0.09724802438847523,0.6518320855985831,30,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
7.0,0.11874949692121589,0.6212828634643501,30,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
8.0,0.18964988784137216,0.8376426127633902,26,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
9.0,0.16674024629239842,0.804631026970775,25,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
10.0,0.21235737708564686,0.811126975410123,28,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
11.0,0.1913544380677283,0.7486511297640566,34,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
12.0,0.1697779601684839,0.9359442682331583,31,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
13.0,0.18216179906109492,0.8718566229578285,39,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
14.0,0.1369790337486301,0.7409387258289142,35,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
15.0,0.17261619264428263,0.9122146502134102,31,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
16.0,0.15606442431390388,0.45594204236683383,17,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
17.0,0.10250581773453044,0.4032585255356332,26,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
18.0,0.1179671016753666,0.7009640739018157,38,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
19.0,0.12070270034988036,0.8985959492802248,29,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
20.0,0.133288287602053,0.5899401388057085,27,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
21.0,0.24003228181508363,0.6481072483121948,25,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
22.0,0.15336584400835593,0.6586492195713525,37,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
23.0,0.18142013610028593,0.5756325680173251,30,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
