Seed,Step,TextIndex,Dose,Residual,PolicyReward,SupportMeanPIER,BestSoFar,Model,Group,Method
1,1,34,1.0,0.09273086937181557,0.13287730447920454,0.3943623741347676,0.09273086937181557,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,2,34,2.0,0.3955196794861563,0.0045382956801146845,0.21519773322578467,0.3955196794861563,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,3,34,3.0,0.00918663206372905,0.0006532246322790161,0.04672411867363075,0.3955196794861563,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,4,34,4.0,0.26701790863684116,0.01990198684984145,0.13520837659856405,0.3955196794861563,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,5,34,5.0,0.6919593867437459,0.0849951911110077,0.2096001355818998,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,6,34,6.0,0.658086741194645,0.08298506672138006,0.3181884042635993,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,7,34,7.0,0.545128361312399,0.0006798248416218233,0.08566058624842314,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,8,34,8.0,0.1420377554298453,0.00045116029573793044,0.18676879115437645,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,9,34,9.0,0.3387024048597438,0.013599801694138953,0.17412397265965,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,10,34,10.0,0.01301861092558343,0.09360775627050848,0.3047372280361358,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,11,34,11.0,0.537243297865218,0.016099335323518177,0.15931667438674307,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,12,34,12.0,0.5134113081250109,0.020408072055191004,0.22384077583200615,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,13,34,13.0,0.31982069163809,0.014498513152312754,0.1546578657401833,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,14,34,14.0,0.04948729095595672,0.100171071845003,0.36868776990082053,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,15,34,15.0,0.5365117214327115,0.01934579510127188,0.2337329919016823,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,16,34,16.0,0.4911893549083402,0.04377101918634639,0.25495689930341275,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,17,34,17.0,0.405190708556069,0.01747212139168457,0.23407396203938763,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,18,34,18.0,0.34221215222640633,0.0180274742209364,0.13511964781452107,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,19,34,19.0,0.026135298231632187,0.021148658214055573,0.17793182678944944,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,20,34,20.0,0.6203419039503557,0.04799920235194655,0.2734287356834219,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,21,34,21.0,0.6495472326383922,0.08728243865328786,0.3107316530289406,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,22,34,22.0,0.2853086071561347,0.05365620028884892,0.32841531835130733,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,23,34,23.0,0.298587726064969,0.02812330370997442,0.19284885124967963,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,24,34,24.0,0.017440376532615764,0.018027561807717855,0.23580692766941036,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,25,34,25.0,0.07198243395720383,0.039041996966150856,0.18954709988001098,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,26,34,26.0,0.6358749290945442,0.0795508856226686,0.30254484213843985,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,27,34,27.0,0.15748614128398586,0.02003747378640271,0.18522749863916593,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,28,34,28.0,0.0942591788073397,0.053716952019989495,0.25603205122051087,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,29,34,29.0,0.6767502361000441,0.06105361943978204,0.18386845747348013,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1,30,34,30.0,0.44649830636685967,0.010182456050875666,0.12603993539583777,0.6919593867437459,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
