Dose,PIER,BestPIER,Count,Model,Group,Method
0.0,0.13123451633497682,0.5570475208884524,36,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
1.0,0.2812285430583405,0.7445012034722255,22,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
2.0,0.09738254484673795,0.30384611092020514,25,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
3.0,0.11556419831233845,0.4132070870510868,29,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
4.0,0.14563627549675756,0.6398893645990321,29,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
5.0,0.09435062105195241,0.49110229519802884,29,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
6.0,0.10620540649121313,0.5046300223595213,23,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
7.0,0.18086337101461442,0.677498014343677,34,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
8.0,0.17087306002599906,0.48409554261467624,23,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
9.0,0.10059064750751501,0.28927701824506336,21,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
10.0,0.15248499377893948,0.6607907149826393,28,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
11.0,0.12086343791698316,0.20541459367813586,23,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
12.0,0.19730117411410752,0.561736670563344,32,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
13.0,0.13164537017290806,0.4416530798797822,32,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
14.0,0.11750397323031987,0.4079294786901493,34,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
15.0,0.19146973841515716,0.5518166392674916,34,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
16.0,0.1426455805660921,0.5463107856603665,23,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
17.0,0.11492396707347406,0.39871498488484386,23,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
18.0,0.1632155694211862,0.5701402351188213,44,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
19.0,0.08991111336019814,0.23853120139810996,30,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
20.0,0.1472133980571397,0.49644516275234696,29,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
21.0,0.11917288447669355,0.5816777004201861,31,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
22.0,0.12058268713811046,0.3533674918970853,28,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
23.0,0.1343623410007593,0.5101666166829886,33,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
24.0,0.11789525197284377,0.4765135889833345,33,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
25.0,0.12526052625073045,0.4786655693631816,26,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
26.0,0.1369763926496464,0.6553131739289946,30,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
27.0,0.12899416098154734,0.5022975753933457,29,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
28.0,0.12940731707172234,0.44110759905896707,37,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
29.0,0.15312722238848658,0.6767502361000443,29,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
30.0,0.18053002316840244,0.6517419577864494,34,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
31.0,0.13348367238488584,0.5011633186462074,32,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
32.0,0.17244620059774327,0.6000651721553867,38,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
33.0,0.13816885206245147,0.4902187818779188,38,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
34.0,0.114179112631942,0.5378603230676615,27,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
35.0,0.13572602878374063,0.667382748814088,33,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
36.0,0.15682167548181533,0.638546627648428,28,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
