Dose,PIER,BestPIER,Count,Model,Group,Method
0.0,,,0,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
1.0,0.23131792454952405,0.5187661794762651,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
2.0,0.26097660783012255,0.406233006485233,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
3.0,0.056752503967152444,0.12348913239242298,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
4.0,0.20190926294497694,0.27518681143932555,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
5.0,0.36660000869510284,0.7029478814492521,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
6.0,0.34423283425056966,0.6690864659614119,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
7.0,0.44970752846684875,0.659507147836174,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
8.0,0.10650535549092259,0.15548928921451943,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
9.0,0.2904123085840398,0.3462829474608299,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
10.0,0.05487552096479509,0.10095040478830308,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
11.0,0.28897855517570054,0.5454541578224227,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
12.0,0.2461214957749925,0.5212427008889438,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
13.0,0.21012701487405971,0.32948184793283974,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
14.0,0.06314482918921775,0.11041972567989322,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
15.0,0.28451453513857516,0.5466291916674171,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
16.0,0.31087040757723416,0.49949622402953026,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
17.0,0.2021029192424435,0.41385333344456554,6,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
