Dose,PIER,BestPIER,Count,Model,Group,Method
0.0,0.15342027341402864,0.5671124888472776,34,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
1.0,0.38748008892999536,0.7416549670664814,30,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
2.0,0.16107201058662152,0.5608628366043584,35,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
3.0,0.1352802204628266,0.6784802785912126,23,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
4.0,0.14899171733022562,0.44698005232588467,23,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
5.0,0.11444244884692292,0.33580269519772565,29,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
6.0,0.21452156232796968,0.669086465961412,39,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
7.0,0.3745136694853302,0.7741499797607863,22,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
8.0,0.13316317266594205,0.697154809823212,27,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
9.0,0.14384432445172854,0.8313192543579401,30,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
10.0,0.22474299637729458,0.8697798703490592,38,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
11.0,0.1263228536947804,0.5454541578224228,37,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
12.0,0.1096361346284307,0.4290161822437826,30,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
13.0,0.13470384569597543,0.5628165324156137,28,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
14.0,0.16084176998018934,0.5669002853306957,21,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
15.0,0.12516351443121995,0.42940659766248934,22,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
16.0,0.14573648709182663,0.4271325689217593,34,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
17.0,0.14342145380473373,0.4838374438335578,23,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
18.0,0.13628611120215112,0.4911738824952131,35,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
19.0,0.15643668339969796,0.4463210058892427,32,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
20.0,0.12929620812507764,0.3894981066067239,22,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
21.0,0.1345062056768452,0.5564789052986865,38,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
22.0,0.15443120226178367,0.8668373927034875,30,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
23.0,0.1672477285439001,0.6125090034695192,35,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
24.0,0.1200067052450775,0.694082126548009,24,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
25.0,0.13033983325406287,0.5707183547028681,30,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
26.0,0.16846477313989747,0.6454510098596946,26,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
27.0,0.15593237508621222,0.8718212588620518,37,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
28.0,0.12248596584551368,0.42854840593135846,39,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
29.0,0.12207080559914439,0.4638912464426037,33,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
30.0,0.18583350452015646,0.5717203058928146,28,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
31.0,0.13214018813651235,0.4737051621312499,29,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
32.0,0.16303272906367858,0.46929880746509806,30,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
33.0,0.13422079773304446,0.6807622103620569,41,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
34.0,0.14297941040165985,0.5673509129618366,29,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
35.0,0.17560006331919767,0.675000879542934,31,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
36.0,0.10000256183186737,0.4028248105723742,25,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
37.0,0.1090791461631078,0.4481076826498581,21,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
38.0,0.1525249349956557,0.7419280660139165,31,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
39.0,0.1403382760534106,0.36083832068037514,29,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,Random
0.0,1.3797678723395808e-08,2.221501571586515e-08,32,Perfect Redundancy (Clone),High Redundancy,Random
1.0,1.1243810777284969e-08,1.9308886600732933e-08,29,Perfect Redundancy (Clone),High Redundancy,Random
2.0,1.0417422790857822e-08,2.175584712382772e-08,36,Perfect Redundancy (Clone),High Redundancy,Random
3.0,1.0453957260648988e-08,2.0048507409775596e-08,29,Perfect Redundancy (Clone),High Redundancy,Random
4.0,1.191230639283859e-08,2.2086815709698726e-08,26,Perfect Redundancy (Clone),High Redundancy,Random
5.0,1.1084259659749718e-08,2.1941939709613223e-08,37,Perfect Redundancy (Clone),High Redundancy,Random
6.0,1.0727399874890645e-08,1.988304820788045e-08,31,Perfect Redundancy (Clone),High Redundancy,Random
7.0,1.083362225531109e-08,1.7919532857568754e-08,31,Perfect Redundancy (Clone),High Redundancy,Random
8.0,1.1852896679933621e-08,2.1622355461659026e-08,21,Perfect Redundancy (Clone),High Redundancy,Random
9.0,1.0668656599729367e-08,2.2118914699831294e-08,24,Perfect Redundancy (Clone),High Redundancy,Random
10.0,1.22664090099504e-08,2.098975115938373e-08,32,Perfect Redundancy (Clone),High Redundancy,Random
11.0,1.3637311801330042e-08,2.2284781575621082e-08,35,Perfect Redundancy (Clone),High Redundancy,Random
12.0,1.292189978806373e-08,2.197888493427058e-08,30,Perfect Redundancy (Clone),High Redundancy,Random
13.0,1.1492054711180902e-08,2.135335552821971e-08,36,Perfect Redundancy (Clone),High Redundancy,Random
14.0,1.250901633623614e-08,2.1123243931775448e-08,30,Perfect Redundancy (Clone),High Redundancy,Random
15.0,1.261177214098372e-08,2.0388821520000988e-08,24,Perfect Redundancy (Clone),High Redundancy,Random
16.0,1.2489199111282473e-08,2.120456998877529e-08,28,Perfect Redundancy (Clone),High Redundancy,Random
17.0,1.1901836889491435e-08,2.1862451959897555e-08,31,Perfect Redundancy (Clone),High Redundancy,Random
18.0,1.2939180384538413e-08,2.1472604139205487e-08,28,Perfect Redundancy (Clone),High Redundancy,Random
19.0,1.2850637328461805e-08,2.1848096443122245e-08,31,Perfect Redundancy (Clone),High Redundancy,Random
20.0,1.1259143779409022e-08,2.1264431770973147e-08,28,Perfect Redundancy (Clone),High Redundancy,Random
21.0,1.1673021441671594e-08,2.1522270632345908e-08,25,Perfect Redundancy (Clone),High Redundancy,Random
